City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Nchelenge,ZM,-9.3451,28.734,67.64,52,0,7.36,clear sky
348,Bara,NG,10.3744,10.7288,85.33,53,100,8.77,overcast clouds
349,Bumba,CD,2.1833,22.4667,79.65,78,100,3.38,light rain
350,Shuangcheng,CN,45.35,126.2833,74.88,36,100,4.32,overcast clouds
351,Valparaiso,CL,-33.0393,-71.6273,52.48,84,20,4.61,few clouds
352,Sao Francisco Do Sul,BR,-26.2433,-48.6381,62.02,96,100,5.59,overcast clouds
353,Atar,MR,20.5169,-13.0499,88.88,27,0,4.88,clear sky
354,Brokopondo,SR,4.75,-55.1667,74.75,92,83,5.37,broken clouds
355,Conceicao Do Almeida,BR,-12.7794,-39.17,62.94,98,14,2.51,few clouds
356,Labuan,MY,5.2767,115.2417,88.16,70,20,5.99,few clouds
357,Shubarkuduk,KZ,49.1447,56.4872,71.31,31,3,17.76,clear sky
358,Cukai,MY,4.25,103.4167,91.35,72,100,6.64,overcast clouds
359,Kavaratti,IN,10.5669,72.642,83.32,75,94,16.75,overcast clouds
360,Capoterra,IT,39.1763,8.9718,76.53,63,0,12.66,clear sky
361,Nanortalik,GL,60.1432,-45.2371,37.9,89,100,0.29,overcast clouds
362,Beloha,MG,-25.1667,45.05,70.25,58,77,11.86,broken clouds
363,Grindavik,IS,63.8424,-22.4338,52.27,82,75,5.75,broken clouds
364,Havelock,US,34.8791,-76.9013,78.78,94,0,0.0,clear sky
365,Deputatskiy,RU,69.3,139.9,54.5,30,5,16.04,clear sky
366,Nelson Bay,AU,-32.7167,152.15,54.09,62,5,13.38,clear sky
367,Bloomingdale,US,27.8936,-82.2404,80.46,93,0,3.44,clear sky
368,Praya,CV,14.9215,-23.5087,70.34,78,20,4.61,few clouds
369,Guryevsk,RU,54.2833,85.9333,59.81,48,5,7.14,clear sky
370,Orlik,RU,52.5178,99.825,56.89,36,99,4.68,light rain
371,Port Lincoln,AU,-34.7333,135.8667,55.06,60,85,6.13,overcast clouds
372,Salalah,OM,17.0151,54.0924,87.89,66,75,9.22,broken clouds
373,Aranos,NA,-24.1333,19.1167,58.42,36,0,12.59,clear sky
374,Miri,MY,4.4148,114.0089,87.94,74,40,6.91,scattered clouds
375,Gazojak,TM,41.1875,61.4036,104.31,7,57,11.92,broken clouds
376,Garden City,US,42.3256,-83.331,57.22,90,20,3.44,few clouds
377,Tuy Hoa,VN,13.0833,109.3,87.3,65,86,11.39,overcast clouds
378,Dongsheng,CN,39.8161,109.9776,79.0,10,100,12.64,overcast clouds
379,Kashi,CN,39.4547,75.9797,87.01,16,20,13.42,few clouds
380,Kyaikkami,MM,16.08,97.5675,78.53,89,100,12.64,moderate rain
381,Kichera,RU,55.9375,110.0997,59.23,68,93,3.18,overcast clouds
382,Miramar,US,25.9873,-80.2323,75.22,91,0,4.61,clear sky
383,Le Mars,US,42.7942,-96.1656,62.11,87,44,4.76,scattered clouds
384,Orsha,BY,54.5153,30.4053,69.94,71,95,7.52,overcast clouds
385,Piacabucu,BR,-10.4056,-36.4344,74.03,87,56,2.89,broken clouds
386,Trelew,AR,-43.249,-65.3051,46.92,54,95,11.39,overcast clouds
387,Namibe,AO,-15.1961,12.1522,75.83,57,0,11.5,clear sky
388,Den Helder,NL,52.9599,4.7593,64.98,79,100,15.01,overcast clouds
389,Lubao,PH,14.9167,120.55,94.71,57,100,5.82,overcast clouds
390,Baykit,RU,61.67,96.37,61.57,37,95,5.06,overcast clouds
391,Jining,CN,35.405,116.5814,103.24,14,75,6.73,broken clouds
392,Sioux Lookout,CA,50.1001,-91.917,46.47,100,20,0.0,few clouds
393,Karatau,KZ,43.1667,70.4667,93.99,14,1,4.43,clear sky
394,Hasaki,JP,35.7333,140.8333,64.29,91,100,20.92,overcast clouds
395,Pascagoula,US,30.3658,-88.5561,80.64,94,20,3.44,few clouds
396,Palmer,US,42.1584,-72.3287,64.24,85,100,10.36,overcast clouds
397,Guhagar,IN,17.4842,73.1929,89.4,62,42,9.06,scattered clouds
398,Qeshm,IR,26.9581,56.2719,102.09,65,0,10.18,clear sky
399,Novomalorossiyskaya,RU,45.6348,39.8948,79.5,46,68,13.65,broken clouds
400,Zyryanka,RU,65.75,150.85,49.95,38,95,8.63,overcast clouds
401,Beringovskiy,RU,63.05,179.3167,39.36,68,8,5.7,clear sky
402,Leningradskiy,RU,69.3833,178.4167,36.23,70,6,13.49,clear sky
403,Yantzaza,EC,-3.8278,-78.7594,63.45,99,68,0.85,broken clouds
404,Uzhur,RU,55.3036,89.8339,50.45,60,88,10.36,overcast clouds
405,Souillac,MU,-20.5167,57.5167,79.18,69,40,6.91,scattered clouds
406,Bay City,US,43.5945,-83.8889,53.98,86,0,4.61,clear sky
407,Maiduguri,NG,11.8464,13.1603,91.63,36,43,12.06,scattered clouds
408,Husavik,IS,66.0449,-17.3389,49.53,79,89,2.15,overcast clouds
409,Sapucaia,BR,-29.8333,-51.15,56.03,95,40,1.14,mist
410,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,93,92,6.93,overcast clouds
411,Kuytun,RU,54.3419,101.5036,62.96,36,14,6.33,few clouds
412,Abu Dhabi,AE,24.4667,54.3667,104.11,20,0,6.91,clear sky
413,Carutapera,BR,-1.195,-46.02,73.13,93,74,2.8,broken clouds
414,Adrar,MR,20.5022,-10.0711,88.38,25,0,14.16,clear sky
415,Lianran,CN,24.9227,102.485,70.34,79,100,1.88,light rain
416,Carballo,ES,43.213,-8.691,65.55,94,100,6.15,overcast clouds
417,Christchurch,NZ,-43.5333,172.6333,52.92,67,75,4.61,light rain
418,Sibut,CF,5.718,19.0739,80.8,68,94,8.12,overcast clouds
419,La Romana,DO,18.4273,-68.9728,74.77,93,19,6.64,few clouds
420,Hirara,JP,24.8,125.2833,75.47,94,75,11.5,shower rain
421,Vikevag,NO,59.0976,5.6969,59.25,89,88,1.01,overcast clouds
422,Aripuana,BR,-9.1667,-60.6333,70.5,95,100,1.16,overcast clouds
423,Quatre Cocos,MU,-20.2078,57.7625,79.09,69,9,9.17,clear sky
424,Verkhnyaya Inta,RU,65.9811,60.3094,71.17,26,99,0.6,overcast clouds
425,Novyye Lyady,RU,58.0536,56.6039,60.04,94,99,12.57,light rain
426,Ayan,RU,56.45,138.1667,42.84,98,100,11.25,overcast clouds
427,Qui Nhon,VN,13.7667,109.2333,85.6,73,97,17.34,overcast clouds
428,Khomutovo,RU,52.4658,104.4025,61.41,47,24,9.22,few clouds
429,Manakara,MG,-22.1333,48.0167,72.01,83,31,3.89,light rain
430,Blind River,CA,46.1834,-82.9582,51.91,88,100,7.47,overcast clouds
431,Kerikeri,NZ,-35.2268,173.9474,55.9,95,100,3.8,light rain
432,Chake Chake,TZ,-5.2459,39.7666,79.29,77,5,14.92,light rain
433,Suntar,RU,62.1444,117.6319,76.6,42,86,7.54,overcast clouds
434,Cherepovets,RU,59.1333,37.9,64.22,42,0,2.24,clear sky
435,Frontera,MX,26.9333,-101.45,88.32,40,75,3.0,broken clouds
436,Maholi,IN,27.6667,80.4667,113.25,9,0,12.93,clear sky
437,Karlskoga,SE,59.3267,14.5239,61.39,68,54,9.01,broken clouds
438,Hoopstad,ZA,-27.8327,25.9083,57.27,39,0,5.32,clear sky
439,Iwanai,JP,42.9744,140.5089,57.54,67,77,3.44,broken clouds
440,Yar-Sale,RU,66.8333,70.8333,59.22,34,11,8.25,few clouds
441,Artvin,TR,41.1667,41.8333,83.53,38,17,2.08,few clouds
442,Mandalgovi,MN,45.7625,106.2708,69.12,23,100,9.04,moderate rain
443,Yenagoa,NG,4.9247,6.2642,80.65,82,98,4.68,overcast clouds
444,Jinji,CN,23.2281,110.8261,81.86,87,100,6.29,overcast clouds
445,Caravelas,BR,-17.7125,-39.2481,66.13,97,43,4.63,scattered clouds
446,Namatanai,PG,-3.6667,152.4333,79.02,80,100,4.07,overcast clouds
447,Pangody,RU,65.85,74.4859,65.46,28,8,8.57,clear sky
448,Ravar,IR,31.2656,56.8055,96.55,11,1,8.66,clear sky
449,Tarata,BO,-17.6167,-66.0167,44.08,56,0,3.51,clear sky
450,Mahenge,TZ,-8.6833,36.7167,70.47,52,40,4.97,scattered clouds
451,Beyneu,KZ,45.3167,55.2,82.98,22,0,9.42,clear sky
452,Srikakulam,IN,18.3,83.9,97.83,50,30,13.18,scattered clouds
453,Yabrud,SY,33.9674,36.6574,74.86,28,0,9.64,clear sky
454,Chapais,CA,49.7834,-74.8492,56.98,98,100,8.81,overcast clouds
455,Usinsk,RU,65.9939,57.5281,71.56,25,99,5.61,overcast clouds
456,Marawi,PH,7.9986,124.2928,72.59,92,100,3.18,heavy intensity rain
457,Bachaquero,VE,9.9694,-71.1494,76.73,85,7,6.44,clear sky
458,Buluang,PH,13.3068,123.3425,84.65,77,100,0.81,light rain
459,Felipe Carrillo Puerto,MX,19.5833,-88.05,76.48,96,92,4.61,overcast clouds
460,Krasnovishersk,RU,60.4078,57.082,55.85,69,100,14.07,overcast clouds
461,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,40,20.71,scattered clouds
462,Pesaro,IT,43.9036,12.8903,75.18,70,1,5.01,clear sky
463,Finschhafen,PG,-6.6024,147.8681,80.76,80,100,5.06,overcast clouds
464,Isangel,VU,-19.55,169.2667,75.87,75,32,6.08,scattered clouds
465,Bud,US,39.447,-86.1758,64.38,81,0,5.61,clear sky
466,Tawang,IN,27.5833,91.8667,62.2,89,99,5.99,overcast clouds
467,Kathmandu,NP,27.7167,85.3167,80.82,69,75,6.91,broken clouds
468,Roros,NO,62.5747,11.3842,57.04,67,0,5.75,clear sky
469,Nishihara,JP,26.1842,127.7558,76.28,88,75,5.75,broken clouds
470,Wainwright,CA,52.839,-110.8572,52.59,68,99,6.38,overcast clouds
471,Prachin Buri,TH,14.0833,101.6667,93.7,51,100,7.76,overcast clouds
472,Tocopilla,CL,-22.092,-70.1979,60.33,72,17,2.1,few clouds
473,Launceston,AU,-41.45,147.1667,46.8,84,75,9.22,broken clouds
474,Biloela,AU,-24.4167,150.5,53.15,55,0,8.99,clear sky
475,Walvis Bay,NA,-22.9575,14.5053,76.15,23,0,23.02,clear sky
476,Chhindwara,IN,22.0667,78.9333,104.65,14,26,11.41,scattered clouds
477,Sabang,ID,5.8933,95.3214,83.17,75,100,7.0,overcast clouds
478,Pouebo,NC,-20.4,164.5667,75.72,74,100,4.0,light rain
479,Rudnichnyy,RU,59.617,52.4703,51.4,83,100,11.95,overcast clouds
480,Pointe-Noire,CG,-4.7761,11.8635,75.27,94,40,4.61,mist
481,Boddam,GB,57.4667,-1.7833,52.43,86,88,7.29,overcast clouds
482,Srivardhan,IN,18.0333,73.0167,87.84,67,50,10.58,scattered clouds
483,Mitu,CO,1.1983,-70.1733,70.59,99,100,2.33,overcast clouds
484,Ures,MX,29.4333,-110.4,81.1,34,100,2.26,overcast clouds
485,Grand-Santi,GF,4.25,-54.3833,70.99,100,100,1.54,overcast clouds
486,Kiunga,PG,-6.1219,141.2906,77.63,93,84,2.98,broken clouds
487,Magdalena,PH,14.1999,121.429,86.36,71,100,1.34,moderate rain
488,Shymkent,KZ,42.3,69.6,93.79,12,0,4.47,clear sky
489,Morro Bay,US,35.3658,-120.8499,69.4,56,24,7.2,few clouds
490,Fuerte Olimpo,PY,-21.0415,-57.8738,64.94,93,91,3.42,overcast clouds
491,Ustka,PL,54.5805,16.8619,71.65,78,100,5.95,overcast clouds
492,Tral,IN,33.9333,75.1,81.84,26,51,13.18,broken clouds
493,Vagur,FO,61.4732,-6.8119,47.75,77,61,24.81,broken clouds
494,Santa Rosa,PH,14.3122,121.1114,89.58,64,100,3.94,overcast clouds
495,Sorland,NO,67.667,12.6934,46.26,65,40,5.75,scattered clouds
496,Baymak,RU,52.5933,58.3225,53.13,71,84,25.97,broken clouds
497,Nemuro,JP,43.3236,145.575,46.72,80,80,7.81,broken clouds
498,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.95,79,57,1.07,broken clouds
499,Knysna,ZA,-34.0363,23.0471,73.09,35,0,7.85,clear sky
500,Ihosy,MG,-22.4,46.1167,68.72,64,56,10.54,broken clouds
501,Qasigiannguit,GL,68.8193,-51.1922,35.85,72,30,3.65,scattered clouds
502,Kramat,ID,-8.1311,113.4499,83.43,80,94,2.08,light rain
503,Weiser,US,44.251,-116.9693,61.0,70,100,1.01,overcast clouds
504,Lasa,IT,46.6166,10.7002,58.69,53,5,3.67,clear sky
505,Nerchinskiy Zavod,RU,51.3088,119.61,81.05,21,24,7.07,few clouds
506,Tecozautla,MX,20.5333,-99.6333,62.1,67,40,3.6,scattered clouds
507,Yei,SS,4.095,30.6779,69.75,90,100,0.09,light rain
508,Bowen,AU,-20.0167,148.2333,68.61,67,7,12.48,clear sky
509,Beidao,CN,34.5686,105.8933,89.33,25,20,1.83,few clouds
510,Haines Junction,CA,60.7522,-137.5108,48.15,61,65,4.61,broken clouds
511,Bakchar,RU,57.0186,82.0711,63.18,32,5,3.71,clear sky
512,Davidson,US,36.1501,-86.7833,71.89,87,100,3.44,mist
513,Emmett,US,43.8735,-116.4993,65.17,55,100,10.0,overcast clouds
514,Norman Wells,CA,65.282,-126.8329,50.04,66,75,2.3,broken clouds
515,Kanniyakumari,IN,8.0833,77.5667,84.47,73,37,24.32,scattered clouds
516,Ellenabad,IN,29.45,74.65,109.58,11,4,11.16,clear sky
517,Letlhakane,BW,-21.4167,25.5833,61.63,31,0,11.54,clear sky
518,Abeche,TD,13.8292,20.8324,91.42,12,0,13.8,clear sky
519,Lorengau,PG,-2.0226,147.2712,82.2,73,100,4.18,overcast clouds
520,Surt,LY,31.2089,16.5887,80.56,56,3,8.86,clear sky
521,Semey,KZ,50.4111,80.2275,82.62,23,0,6.71,clear sky
522,Poum,NC,-20.2333,164.0167,78.71,74,100,10.18,overcast clouds
523,Kushmurun,KZ,52.4503,64.6311,73.33,39,2,17.05,clear sky
524,Karratha,AU,-20.7377,116.8463,79.45,37,63,13.56,broken clouds
525,Marsa Matruh,EG,31.3525,27.2453,82.44,50,0,8.88,clear sky
526,Fort Nelson,CA,58.8053,-122.7002,51.39,93,20,4.61,few clouds
527,San Bartolome De Tirajana,ES,27.9248,-15.5733,59.47,74,40,23.02,scattered clouds
528,Kemijarvi,FI,66.7131,27.4306,60.57,32,95,11.5,overcast clouds
529,Goundam,ML,16.4145,-3.6708,89.8,39,48,15.21,scattered clouds
530,Arauco,CL,-37.2463,-73.3175,48.97,93,7,2.53,clear sky
531,Port Pirie,AU,-33.1833,138.0167,54.41,68,33,7.96,scattered clouds
532,Tazovskiy,RU,67.4667,78.7,45.48,42,0,12.82,clear sky
533,Roma,US,43.2128,-75.4557,59.14,93,100,8.05,overcast clouds
534,Segou,ML,13.4317,-6.2157,86.04,43,8,9.4,clear sky
535,Nanma,CN,36.1817,118.1583,90.77,27,31,8.75,scattered clouds
536,Portland,US,45.5234,-122.6762,64.38,66,75,4.0,broken clouds
537,Montbrison,FR,45.6667,4.0833,60.58,93,100,1.63,light rain
538,Kangaatsiaq,GL,68.3065,-53.4641,35.29,66,17,7.85,few clouds
539,Milkovo,RU,54.7167,158.6167,46.8,91,100,0.6,overcast clouds
540,Buchanan,LR,5.8808,-10.0467,78.49,80,15,3.62,few clouds
541,Rawson,AR,-43.3002,-65.1023,47.86,56,75,13.38,broken clouds
542,Broken Hill,AU,-31.95,141.4333,50.79,53,8,6.91,clear sky
543,Saint-Pierre,RE,-21.3393,55.4781,78.48,61,75,17.27,broken clouds
544,Kholm,RU,59.2667,32.85,69.21,33,98,6.87,overcast clouds
545,Amahai,ID,-3.3333,128.9167,82.9,74,46,2.71,scattered clouds
546,Pangnirtung,CA,66.1451,-65.7125,31.96,79,23,4.65,few clouds
547,Roebourne,AU,-20.7833,117.1333,79.75,37,70,13.53,broken clouds
548,Kabirwala,PK,30.4068,71.8667,102.06,7,0,11.45,clear sky
549,Bonthe,SL,7.5264,-12.505,78.03,81,18,5.32,few clouds
550,Saurimo,AO,-9.6608,20.3916,68.32,45,0,9.22,clear sky
551,Dekar,BW,-21.5333,21.9333,59.5,27,0,11.18,clear sky
552,Camacupa,AO,-12.0167,17.4833,59.5,46,5,7.56,clear sky
553,Kieta,PG,-6.2167,155.6333,77.23,87,100,4.32,light rain
554,Abu Samrah,SY,35.3029,37.1841,85.8,29,0,10.25,clear sky
555,Astana,KZ,51.1801,71.446,82.35,23,40,8.95,scattered clouds
556,Sfantu Gheorghe,RO,45.8667,25.7833,75.85,47,55,7.23,broken clouds
557,Springdale,US,36.1867,-94.1288,69.82,96,20,4.61,mist
558,Ilo,PE,-17.6394,-71.3375,61.56,84,75,6.11,broken clouds
559,Robertsport,LR,6.7533,-11.3686,78.24,78,90,6.13,overcast clouds
560,Belyy Yar,RU,53.6039,91.3903,66.85,42,0,13.42,clear sky
561,Carlyle,US,38.6103,-89.3726,70.2,90,23,1.01,few clouds
562,San Cristobal,VE,7.7669,-72.225,64.71,97,100,2.3,overcast clouds
563,Mattru,SL,7.6244,-11.8332,75.11,88,15,2.59,few clouds
564,Dauphin,CA,51.1494,-100.0502,42.94,70,0,8.05,clear sky
565,Urumqi,CN,43.801,87.6005,83.35,16,0,4.47,clear sky
566,West Bay,KY,19.3667,-81.4167,81.07,88,51,1.99,broken clouds
567,Warren,US,39.4334,-84.1666,64.53,83,0,3.44,clear sky
568,San Juan,AR,-31.5375,-68.5364,53.15,41,0,5.97,clear sky
569,Ulaanbaatar,MN,47.9077,106.8832,57.33,47,40,8.95,scattered clouds
570,Mayo,US,38.8876,-76.5119,73.18,92,40,5.75,scattered clouds
571,Hambantota,LK,6.1241,81.1185,91.74,62,20,16.11,few clouds
572,Stawell,AU,-37.05,142.7667,44.96,87,59,5.73,broken clouds
573,Naryan-Mar,RU,67.6713,53.087,60.93,47,79,7.87,broken clouds
574,Mahe,IN,11.7,75.5333,84.87,69,34,8.34,scattered clouds
575,Tenenkou,ML,14.4572,-4.9169,88.05,42,56,13.33,broken clouds
576,Sur,OM,22.5667,59.5289,97.83,36,0,5.61,clear sky
577,Ewa Beach,US,21.3156,-158.0072,76.98,68,0,11.5,clear sky
578,Boende,CD,-0.2167,20.8667,81.34,50,100,3.06,overcast clouds
579,Khanapur,IN,15.6333,74.5167,85.62,53,37,12.68,scattered clouds
580,Ginda,IN,30.6945,78.4932,92.3,12,3,7.63,clear sky
581,Pakxan,LA,18.3778,103.6601,78.01,91,100,2.98,overcast clouds
582,Revuca,SK,48.6835,20.1173,67.62,78,71,4.0,broken clouds
583,Dubti,ET,11.7361,41.0853,99.39,23,63,8.63,broken clouds
584,Port Macquarie,AU,-31.4333,152.9167,50.9,58,0,9.69,clear sky
585,Shcherbynivka,UA,48.3949,37.791,75.27,47,3,5.84,clear sky
586,Osa,RU,57.2829,55.4567,61.09,79,82,13.33,broken clouds
587,Pemba,MZ,-12.974,40.5178,77.7,69,20,9.22,few clouds
588,Kabwe,ZM,-14.4469,28.4464,64.0,52,1,11.83,clear sky
589,Odweyne,SO,9.4092,45.064,84.31,36,44,20.47,scattered clouds
590,Nizwa,OM,22.9333,57.5333,102.42,17,0,8.7,clear sky
591,Sarankhola,BD,22.3082,89.7897,94.37,52,100,13.09,overcast clouds
592,Dedza,MW,-14.3779,34.3332,54.09,79,80,5.59,broken clouds
593,Lakatoro,VU,-16.0999,167.4164,79.07,69,62,10.27,broken clouds
594,Erdaojiang,CN,41.7764,126.0319,69.6,56,35,0.94,scattered clouds
595,Alghero,IT,40.5589,8.3181,75.29,69,20,6.91,few clouds
596,Katakwi,UG,1.8911,33.9661,69.82,76,96,2.1,light rain
597,Uyovu,TZ,-3.2833,31.5258,72.63,53,9,7.63,clear sky
598,Santa Fe,AR,-31.6333,-60.7,50.02,99,6,3.56,clear sky
599,Gigmoto,PH,13.7796,124.39,85.89,70,100,4.7,overcast clouds
600,Tateyama,JP,34.9833,139.8667,69.1,84,70,15.14,broken clouds
601,Terrace,CA,54.5163,-128.6035,55.31,94,100,9.22,light rain
602,Sao Filipe,CV,14.8961,-24.4956,73.22,79,14,4.85,few clouds
603,Evensk,RU,61.95,159.2333,47.17,82,100,3.56,overcast clouds
604,Chepareria,KE,1.3077,35.2039,65.43,77,99,1.23,light rain
605,Harrisburg,US,40.2737,-76.8844,68.54,90,36,3.0,scattered clouds
606,Dunedin,NZ,-45.8742,170.5036,50.81,75,100,1.99,overcast clouds
607,Ferrol,ES,43.4832,-8.2369,66.36,90,100,12.5,overcast clouds
608,Busembatia,UG,0.7697,33.6131,74.41,66,69,5.77,light rain
609,Angoche,MZ,-16.2325,39.9086,75.11,72,68,10.98,broken clouds
610,Coahuayana,MX,18.7333,-103.6833,75.34,85,87,0.31,overcast clouds
611,Reconquista,AR,-29.15,-59.65,52.03,94,6,3.4,clear sky
612,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,73,40,13.8,scattered clouds
613,Xixiang,CN,35.1628,112.865,103.73,9,67,8.32,broken clouds
614,Keti Bandar,PK,24.1447,67.4497,88.38,64,0,21.79,clear sky
615,Avera,US,33.194,-82.5271,73.54,80,100,3.62,overcast clouds
616,Bandarbeyla,SO,9.4942,50.8122,92.35,43,99,24.92,overcast clouds
617,Flin Flon,CA,54.7682,-101.865,47.55,52,22,4.56,few clouds
618,Timmins,CA,48.4669,-81.3331,46.22,100,0,3.44,clear sky
619,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,75,40,11.5,light rain
620,Bhanvad,IN,21.9264,69.7736,90.84,40,3,15.73,clear sky
621,Varkaus,FI,62.3153,27.873,68.31,33,73,8.37,broken clouds
622,Kozhva,RU,65.1073,57.0459,73.65,21,69,2.48,broken clouds
623,Port Augusta,AU,-32.5,137.7667,56.05,60,61,8.1,broken clouds
624,Urengoy,RU,65.9667,78.3667,59.22,34,0,12.57,clear sky
625,Bull Savanna,JM,17.8868,-77.5902,75.79,88,99,12.66,overcast clouds
626,Ornes,NO,66.8689,13.7078,45.05,61,66,6.22,broken clouds
627,Ust-Ishim,RU,57.6935,71.1665,55.81,87,100,12.21,light rain
628,Asau,RO,46.4333,26.4,72.52,50,34,7.76,scattered clouds
629,Umm Kaddadah,SD,13.6017,26.6876,91.56,31,80,7.18,broken clouds
630,Tubuala,PA,9.5167,-79.0333,77.07,88,99,7.4,overcast clouds
631,Mindelo,CV,16.8901,-24.9804,72.95,78,20,16.11,few clouds
632,Helong,CN,42.5397,128.9972,68.22,38,100,8.01,overcast clouds
633,Port Keats,AU,-14.25,129.55,90.64,32,64,10.49,broken clouds
634,Warrington,GB,53.3925,-2.5802,62.06,84,75,9.22,broken clouds
635,Oriximina,BR,-1.7656,-55.8661,72.79,96,80,3.04,broken clouds
636,Zeya,RU,53.75,127.2667,76.21,49,70,3.96,broken clouds
637,Svecha,RU,58.2785,47.5164,61.38,65,100,15.77,overcast clouds
638,Ossora,RU,59.2353,163.0719,44.42,92,100,10.11,overcast clouds
639,Pankrushikha,RU,53.8319,80.3406,69.49,47,93,7.18,overcast clouds
640,Killybegs,IE,54.6333,-8.45,55.11,87,87,15.66,overcast clouds
641,Chara,RU,56.9064,118.2631,64.02,59,100,4.07,overcast clouds
642,Nefteyugansk,RU,61.0998,72.6035,65.98,32,56,14.72,broken clouds
643,Ugoofaaru,MV,5.6667,73.0,82.36,71,100,10.42,overcast clouds
644,Ejido,VE,8.5514,-71.2375,65.17,90,100,4.94,overcast clouds
645,El Viejo,NI,12.6633,-87.1672,74.79,94,100,2.46,light rain
646,Bousso,TD,10.4795,16.7117,92.84,31,9,9.31,clear sky
647,Tevriz,RU,57.509,72.4042,58.93,68,100,13.47,overcast clouds
648,Buraydah,SA,26.326,43.975,99.05,4,0,11.01,clear sky
649,Boa Vista,BR,2.8197,-60.6733,76.98,83,40,3.44,scattered clouds
650,Prince George,CA,53.9166,-122.753,62.04,63,20,3.44,few clouds
651,Whitianga,NZ,-36.8333,175.7,57.56,88,96,5.12,overcast clouds
652,Sherbakul,RU,54.6316,72.3963,70.84,50,100,18.48,overcast clouds
653,Jamtara,IN,23.95,86.8,109.11,18,74,5.68,broken clouds
654,Saint-Augustin,CA,51.226,-58.6502,43.9,55,24,4.47,few clouds
655,Hakkari,TR,37.5833,44.1667,71.38,30,20,9.22,few clouds
656,Ankola,IN,14.6667,74.3,86.76,67,40,9.84,scattered clouds
657,Izhma,RU,65.0083,53.9113,76.05,22,26,3.24,scattered clouds
658,Puerto Colombia,CO,10.9878,-74.9547,73.49,81,100,5.19,overcast clouds
659,Concordia,AR,-31.393,-58.0209,50.14,94,5,2.73,clear sky
660,Lata,PT,40.1629,-8.3327,65.07,90,100,1.54,overcast clouds
661,Vestmannaeyjar,IS,63.4427,-20.2734,48.87,83,100,18.86,overcast clouds
662,Kudahuvadhoo,MV,2.6708,72.8944,82.56,66,100,5.32,overcast clouds
663,Salym,RU,60.0625,71.4789,66.13,29,100,13.09,overcast clouds
664,Rondonopolis,BR,-16.4708,-54.6356,73.24,64,50,1.99,scattered clouds
665,Dedovichi,RU,57.5517,29.9502,61.03,81,100,5.57,overcast clouds
666,Panzhihua,CN,26.5851,101.7128,66.92,94,100,1.81,overcast clouds
667,Bajah,YE,13.8141,44.6301,86.99,33,90,8.43,overcast clouds
668,Tarakan,ID,3.3,117.6333,84.34,71,68,9.64,broken clouds
669,Doha,QA,25.2867,51.5333,106.11,24,0,6.91,clear sky
670,Homer,US,59.6425,-151.5483,53.49,81,100,5.99,overcast clouds
671,Russell,US,32.3502,-85.1999,73.0,100,0,3.78,mist
672,Makakilo City,US,21.3469,-158.0858,75.56,69,0,11.5,clear sky
673,Muravlenko,RU,63.7898,74.523,67.1,32,44,12.1,scattered clouds
